acctno,monthly_income,job_time_months,res_time_months,job_employment_status,job_title,job_company,job_verified,industry,term,fundedAmount,monthly_payment,make,model,year,loanStatus
L024099,3000.0,12.0,36.0,,LABORER,JL GENERAL CONSTRUCTION L,False,Construction,60.0,19697.9,618.25,Chevrolet,Equinox,2015.0,ACTIVE
L024102,2700.0,2.0,108.0,Full Time,CUSTOMER SERVICE REPRESENT,AUTO GLASS NOW,False,Retail,48.0,12849.2,514.16,Chrysler,300,2015.0,REPOED
L024103,3290.0,12.0,96.0,Full Time,Forklift Driver,Rockford Tool Craft,False,Unknown,54.0,17161.0,613.53,Chevrolet,Malibu,2019.0,ACTIVE
L024104,4000.0,72.0,72.0,Full Time,COOK,AROMAS BUFFET & BAR LLC,False,Hospitality,57.0,13541.6,615.84,Acura,MDX,2013.0,ACTIVE
L024105,5600.0,24.0,96.0,Full Time,LABOR,PONCE DRIWALL INC,False,Construction,57.0,14237.1,551.34,Chevrolet,Equinox,2014.0,ACTIVE
L024106,2600.0,1.0,24.0,Full Time,,LABOR SOLUTIONS,False,Other Services,54.0,9914.86,573.29,Chevrolet,Equinox,2017.0,CLOSED
L024107,3200.0,9.0,,,FORKLIFT DRIVER,EAST PENN,False,Manufacturing,48.0,12302.8,460.13,Chevrolet,Impala,2014.0,ACTIVE
L024109,2320.0,24.0,24.0,Full Time,BUTCHER,BELVIDERE FIESTA MARKET INC,False,Retail,60.0,16392.6,579.44,Acura,ILX,2013.0,ACTIVE
L024110,2720.0,36.0,48.0,Full Time,MACHINE OPERATOR,ELITE STAFFING,False,Unknown,60.0,16894.7,598.02,Chrysler,Pacifica,2017.0,ACTIVE
L024114,2800.0,8.0,24.0,Full Time,LABOR,CRUISERS YATCH,False,Manufacturing,51.0,10215.1,449.24,Ford,Escape,2012.0,WRITE-OFF
L024115,2491.0,31.0,36.0,Full Time,Customer Service,Pls,False,Retail,51.0,11233.5,499.73,Kia,Sorento,2014.0,WRITE-OFF
L024116,3300.0,17.0,72.0,Full Time,WARHOUSE LEAD,READERLINK,False,Wholesale,43.0,9611.3,470.6,Dodge,Dart,2014.0,ACTIVE
L024117,3000.0,9.0,24.0,,,MIDWAY STAFFING AURORA,False,Other Services,53.0,13906.5,540.66,GMC,Acadia,2014.0,WRITE-OFF
L024118,3000.0,12.0,12.0,,PACKING,Midway Staffing,False,Other Services,48.0,11252.5,455.84,Chevrolet,Equinox,2014.0,WRITE-OFF
L024120,2946.0,3.0,12.0,Full Time,PAINTER,POLLUX WELDING,False,Construction,60.0,18114.2,631.69,Cadillac,Escalade,2011.0,ACTIVE
L024121,2000.0,9.0,60.0,Full Time,,NOODLES,False,Hospitality,40.0,10344.5,538.41,Chrysler,200,2015.0,WRITE-OFF
L024123,2800.0,24.0,96.0,,Machine Operator,Specialty Paper Company,False,Manufacturing,57.0,17922.7,567.48,Chevrolet,Traverse,2018.0,WRITE-OFF
L024124,2200.0,18.0,24.0,,bus service,CTA,False,Unknown,54.0,14035.0,506.9,Chevrolet,Traverse,2015.0,WRITE-OFF
L024125,2600.0,7.0,24.0,Full Time,OPERATOR,PRECISE PERSONNEL LLC,False,Unknown,55.0,10146.5,521.86,Hyundai,Elantra,2017.0,ACTIVE
L024126,3500.0,2.0,0.0,Full Time,GENERAL JOB,SUPERIOR STAFFING INC,False,Other Services,54.0,14344.8,501.03,Ford,Edge,2015.0,ACTIVE
L024127,3680.0,72.0,12.0,,,UPTONS NATURALS,False,Manufacturing,54.0,14231.6,495.12,Buick,Enclave,2011.0,ACTIVE
L024128,4400.0,30.0,,,BUSSER,LE COLONIAL,False,Hospitality,60.0,16442.5,512.41,Nissan,Altima,2017.0,ACTIVE
L024129,3200.0,96.0,24.0,,Labor,Anthony Marano Company,False,Construction,60.0,18706.0,582.95,Lincoln,Navigator,2015.0,ACTIVE
L024130,1360.0,4.0,24.0,,LABOR,M CAFE,False,Hospitality,51.0,12957.7,547.42,Kia,Sorento,2014.0,CLOSED
L024131,2560.0,6.0,,,SUPERVISOR,PROPERTY MANAGEMENT EXPERTS INC,False,Real Estate,48.0,11085.8,434.19,Nissan,Altima,2015.0,WRITE-OFF
L024132,2800.0,27.0,,,,SURE STAFF,False,Unknown,51.0,13646.6,535.19,Ford,Escape,2013.0,ACTIVE
L024133,2000.0,9.0,132.0,Full Time,COOK,SAVANNA RESTAURANT,False,Hospitality,51.0,11420.7,505.23,Chevrolet,Cruze,2012.0,WRITE-OFF
L024134,2800.0,11.0,12.0,Full Time,PAINTING,SURE STAFF,False,Unknown,57.0,14811.9,581.47,Lexus,CT 200h,2012.0,ACTIVE
L024135,2600.0,12.0,12.0,Full Time,,PACTIV EVERGREEN,False,Manufacturing,43.0,8335.5,430.28,GMC,Terrain,2014.0,ACTIVE
L024136,2440.0,36.0,60.0,Full Time,LABORER,PARKER RESTAURANT GROUP LLC,False,Hospitality,52.0,14364.1,513.95,Toyota,RAV4,2013.0,ACTIVE
L024137,2400.0,2.0,0.0,Full Time,GENERAL LABOR,ARAMAK UNIFORM SERVICES,False,Other Services,51.0,12205.2,488.08,Kia,Optima,2019.0,ACTIVE
L024138,3200.0,42.0,12.0,Full Time,,TRES HERMANOS GROCERY,False,Retail,54.0,15542.0,511.87,Kia,Sedona,2016.0,ACTIVE
L024139,3600.0,12.0,12.0,Full Time,OTHER,UNISTAFF,False,Other Services,40.0,10658.8,459.23,Volkswagen,GTI,2013.0,ACTIVE
L024140,3200.0,12.0,12.0,Full Time,OTHER,RON'S STAFFING,False,Unknown,51.0,11999.5,515.11,Ford,Explorer,2016.0,CLOSED
L024141,3700.0,6.0,24.0,Full Time,OTHER,SNIDER BLAKE PERSONNEL SERVICE,False,Professional Services,48.0,12169.0,469.69,Ford,Explorer,2014.0,WRITE-OFF
L024142,4200.0,9.0,,,,Staffing Network,False,Unknown,51.0,12648.4,538.08,Chevrolet,Malibu,2016.0,WRITE-OFF
L024146,3500.0,,24.0,,Sanitation,Midway Staffing,False,Other Services,45.0,12719.0,527.6,GMC,Terrain,2014.0,ACTIVE
L024147,8000.0,240.0,144.0,Full Time,CONSTRUCTION,SELF EMPLOYED,False,Construction,60.0,20127.6,701.46,Ram,1500,2014.0,ACTIVE
L024148,4000.0,48.0,48.0,Full Time,,REY CONSTRUCTION LLC,False,Construction,53.0,16373.8,607.89,Toyota,Highlander,2013.0,ACTIVE
L024149,2686.0,12.0,24.0,Full Time,ASSOCIATE,PREMIER WASH SYSTEMS,False,Other Services,60.0,11192.8,421.95,Kia,Rio,2017.0,CLOSED
L024151,2400.0,14.0,12.0,Full Time,,KALAHARI RESORT CONVENTION CEN,False,Hospitality,54.0,12492.9,481.92,Lincoln,MKZ,2013.0,ACTIVE
L024152,3440.0,5.0,0.0,Full Time,,HB JONES,False,Other Services,57.0,13299.8,503.92,Chevrolet,Cruze Limited,2016.0,ACTIVE
L024153,1800.0,4.0,24.0,Full Time,,ECHO INC,False,Manufacturing,48.0,11583.0,451.48,GMC,Acadia,2013.0,CLOSED
L024154,3295.0,24.0,48.0,Full Time,WELDER,ARTEAGA WELDING,False,Construction,48.0,14564.9,576.98,GMC,Acadia,2014.0,ACTIVE
L024155,2600.0,12.0,24.0,Full Time,LABORER,JARIPEO MEXICAN GRILL,False,Hospitality,51.0,12826.5,560.69,Nissan,Pathfinder,2014.0,ACTIVE
L024157,6000.0,60.0,96.0,Full Time,CONSTRUCTOR,BAX CONSTRUCTION,False,Unknown,57.0,13753.0,567.46,Buick,Enclave,2014.0,WRITE-OFF
L024158,2170.0,3.0,0.0,Full Time,SERVER,CULVER'S,False,Hospitality,51.0,11721.8,476.62,Ford,Escape,2014.0,ACTIVE
L024159,2600.0,4.0,0.0,Full Time,LABORER,ACCURATE PERSONNEL LLC,False,Other Services,57.0,15551.5,600.75,Toyota,Corolla,2015.0,ACTIVE
L024160,5200.0,6.0,0.0,Full Time,SERVER,BRIANA'S PANCAKE RESTAURANT,False,Hospitality,60.0,18614.7,590.28,Ford,F150,2014.0,ACTIVE
L024161,4000.0,13.0,24.0,Full Time,OPERATOR,FINCANTIERI MARINETTE MARINE,False,Unknown,57.0,14971.0,548.76,Hyundai,Tucson,2017.0,WRITE-OFF
L024162,13200.0,1.0,24.0,Full Time,AYUDANTE DE COCINA,MANNY'S COFFEE SHOP INC,False,Hospitality,51.0,13587.2,564.32,Honda,Civic,2015.0,WRITE-OFF
L024163,3600.0,36.0,0.0,Full Time,LABORER,SEATNS INC,False,Other Services,60.0,15461.1,549.85,Nissan,Altima,2017.0,CLOSED
L024164,3748.0,7.0,24.0,Full Time,PACKER,MMD INC,False,Manufacturing,57.0,15207.8,575.97,GMC,Terrain,2015.0,ACTIVE
L024165,3400.0,10.0,0.0,Full Time,LABORER,KCS INTERNATIONAL INC,False,Construction,51.0,12198.5,504.11,Honda,Accord,2012.0,ACTIVE
L024166,4755.0,39.0,60.0,Full Time,LABORER,"ALDEN PARK STRATHMOOR, INC",False,Real Estate,57.0,15045.9,561.7,Nissan,Rogue,2016.0,ACTIVE
L024167,4269.0,108.0,60.0,Full Time,LABORER,"CAVE ENTERPRISES OPERATIONS, L",False,Other Services,60.0,19147.8,681.4,Nissan,Altima,2021.0,REPOED
L024168,2740.0,1.0,0.0,Full Time,LABORER,A LA CRTE ENTERTAINMENT INC.,False,Unknown,54.0,14077.4,512.79,Toyota,Corolla,2015.0,ACTIVE
L024171,2400.0,36.0,36.0,Full Time,CONSTRUCTION,SELF EMPLOYED,False,Unknown,57.0,14994.8,568.68,Nissan,Sentra,2019.0,ACTIVE
L024172,2896.0,7.0,0.0,Full Time,OPERATOR,ALLEGIANCE STAFFING INC,False,Other Services,57.0,15217.0,559.95,Jeep,Grand Cherokee,2013.0,WRITE-OFF
L024173,2500.0,2.0,12.0,Full Time,LABORER,ALL ABOUT PERSONNEL,False,Other Services,53.0,12382.3,519.53,Mitsubishi,Outlander Sport,2013.0,WRITE-OFF
L024174,2400.0,20.0,24.0,Full Time,MACHINE OPERATOR,MEISTER LOG & LUMER,False,Manufacturing,48.0,12314.3,570.85,Chevrolet,Cruze,2014.0,WRITE-OFF
L024175,2400.0,9.0,12.0,Full Time,CLEANING,PURPOSEFUL KLEANING,False,Other Services,60.0,12704.3,506.95,Chevrolet,Cruze,2014.0,ACTIVE
L024176,3520.0,60.0,12.0,Full Time,CUSTOMER SERVICE,METRO STAFF INC,False,Other Services,60.0,17267.5,597.79,Chevrolet,Traverse,2016.0,ACTIVE
L024177,1800.0,4.0,0.0,Full Time,LABOR,DP & K INC,False,Construction,57.0,11395.0,471.31,Nissan,Rogue,2011.0,ACTIVE
L024178,2400.0,12.0,12.0,Full Time,PRODUCCION,EXCEL HR SERVICES CORP,False,Unknown,60.0,16310.7,543.51,Toyota,Camry,2012.0,WRITE-OFF
L024179,5000.0,24.0,84.0,Full Time,LABOR,CRISTH'S EXTERIORS LLC,False,Construction,60.0,16498.6,569.97,Chevrolet,Cruze,2015.0,ACTIVE
L024180,2800.0,24.0,84.0,Full Time,,SUNDARA INN AND SPA,False,Hospitality,51.0,10450.3,398.08,Mitsubishi,Outlander Sport,2015.0,ACTIVE
L024181,3000.0,3.0,12.0,,House Keeping,Advocate Lutheran General Hospital,False,Healthcare,50.0,12760.0,468.48,Honda,CR-V,2011.0,ACTIVE
L024182,2100.0,12.0,24.0,Full Time,ASST,LEVY PREMIUM FOOD SERVICES,False,Hospitality,48.0,12011.4,476.63,Nissan,Sentra,2017.0,CLOSED
L024184,2400.0,6.0,12.0,Full Time,LABOR,COMMERCIAL CLEANING SERVICES,False,Other Services,54.0,11470.6,464.02,Cadillac,SRX,2012.0,WRITE-OFF
L024186,4000.0,18.0,144.0,Full Time,labor,ap concrete & constructio,False,Construction,57.0,14380.0,532.19,Dodge,Charger,2013.0,ACTIVE
L024187,4056.0,40.0,60.0,,Construction,William Hach & Assoc Inc,False,Construction,60.0,19950.0,590.79,Dodge,Grand Caravan,2019.0,ACTIVE
L024188,3043.0,36.0,72.0,Full Time,DSP,MILESTONE,False,Other Services,50.0,12068.1,464.22,Buick,LaCrosse,2014.0,ACTIVE
L024190,2339.0,24.0,24.0,Full Time,MANAGER,SONIC,False,Hospitality,48.0,11623.9,499.22,FIAT,500X,2016.0,WRITE-OFF
L024191,2800.0,12.0,48.0,Full Time,,EXECUTIVE MAILING SERVICES,False,Other Services,42.0,9598.19,397.1,GMC,Terrain,2015.0,WRITE-OFF
L024192,3200.0,3.0,12.0,Full Time,PACKING,MULTI TEMPS,False,Unknown,60.0,17830.8,633.39,Chevrolet,Malibu,2018.0,ACTIVE
L024193,2160.0,3.0,12.0,Full Time,LABOR,CLEAR  STAFF,False,Unknown,60.0,16190.9,598.34,Hyundai,Elantra,2018.0,WRITE-OFF
L024194,2720.0,84.0,36.0,Full Time,MANTENIMIENTO,LOTT 3 INC,False,Other Services,48.0,17377.9,684.95,Ford,T250 Vans,2017.0,ACTIVE
L024195,2600.0,12.0,24.0,Full Time,SANITATION,EXPRESS EMPLOYET,False,Other Services,48.0,11607.6,531.96,Nissan,Murano,2012.0,ACTIVE
L024196,2760.0,5.0,24.0,Full Time,LABOR,LABOR PERSONNEL LLC,False,Other Services,51.0,10859.2,474.89,GMC,Terrain,2015.0,ACTIVE
L024197,2800.0,1.0,0.0,Full Time,HANDLER MATERIAL,RANDSTAD,False,Other Services,48.0,9845.0,382.74,Nissan,Altima,2016.0,ACTIVE
L024198,2400.0,3.0,0.0,Full Time,ASSEMBLER,TOTAL STAFFING SOLUTIONS,False,Manufacturing,57.0,12459.8,496.95,Kia,Optima,2019.0,ACTIVE
L024199,3167.0,5.0,24.0,Full Time,LABOR,ACEND STAFFING,False,Other Services,60.0,15838.9,511.01,Ram,1500,2013.0,CLOSED
L024200,6292.0,18.0,204.0,Full Time,TRUCK DRIVER,MT TRANSIT,False,Transport,50.0,16172.2,579.36,Chevrolet,Silverado 1500,2015.0,ACTIVE
L024201,2520.0,2.0,12.0,Full Time,LABOR,COMPACT INDUSTRIES INC,False,Manufacturing,57.0,12298.8,477.41,Chevrolet,Malibu,2015.0,ACTIVE
L024202,2400.0,6.0,12.0,Full Time,LABOR,ELITE STAFFING ITASCA,False,Other Services,39.0,8320.5,475.71,Chevrolet,Sonic,2014.0,WRITE-OFF
L024203,3000.0,4.0,12.0,Full Time,SANITATION,A.S.G. STAFFING INC.,False,Other Services,51.0,9605.35,442.7,Ford,Escape,2013.0,WRITE-OFF
L024204,2700.0,36.0,36.0,Full Time,,ZB MANAGEMENT LLC,False,Other Services,45.0,12920.3,589.13,Kia,Forte,2015.0,WRITE-OFF
L024205,7200.0,49.0,36.0,Full Time,WHEEL TECH,AWR OF ILLINOIS LLC,False,Automotive Repair and Maintenance,48.0,11651.0,457.1,Lincoln,MKZ,2015.0,ACTIVE
L024206,3200.0,2.0,24.0,,Q.A,Labor Personnel,False,Unknown,50.0,13218.9,498.66,Ford,Edge,2016.0,CLOSED
L024207,2880.0,17.0,24.0,Full Time,,QPS EMPLOYMENT GROUP,False,Professional Services,57.0,14850.1,559.07,Chevrolet,Equinox,2018.0,ACTIVE
L024208,2544.0,1.0,,,,Chicago Meat Authority,False,Unknown,48.0,11091.8,468.69,Dodge,Dart,2013.0,WRITE-OFF
L024209,2600.0,180.0,24.0,Full Time,TEACHER,CORPORATE CHILD CARE,False,Education,48.0,11046.4,458.2,Chevrolet,Traverse,2014.0,ACTIVE
L024210,2200.0,12.0,72.0,Full Time,DISHWASHER,BUCK RUSSELL LLC,False,Unknown,39.0,6361.0,344.86,Chevrolet,Impala,2011.0,WRITE-OFF
L024211,2600.0,6.0,36.0,Full Time,CUSTODIAN,ABM HEALTHCARE,False,Healthcare,36.0,7039.62,362.16,Nissan,Sentra,2008.0,ACTIVE
L024212,2643.0,14.0,24.0,Full Time,MACHINE OPERATOR,AMERICAN AD BAG,False,Manufacturing,60.0,17697.2,555.24,Volkswagen,Jetta,2019.0,ACTIVE
L024213,3200.0,36.0,12.0,Full Time,Construction,CONSTRUCTION,False,Construction,51.0,10551.8,485.51,BMW,3-Series,2011.0,ACTIVE
L024214,2600.0,60.0,36.0,Full Time,OWNER/GIFT SHOP,SELF EMPLOYED,False,Retail,48.0,15079.5,568.85,Toyota,RAV4,2008.0,ACTIVE
L024215,3160.0,240.0,60.0,Full Time,LABOR,LABOR SOLUTION,False,Other Services,60.0,17672.1,643.3,Acura,MDX,2011.0,ACTIVE
L024216,3000.0,4.0,0.0,Full Time,SUPERVISOR,AB2 LUV LLC,False,Other Services,60.0,15755.6,572.2,Acura,TL,2012.0,ACTIVE
L024217,3000.0,12.0,0.0,Full Time,SANITATION,AL  GELATO,False,Hospitality,60.0,14076.7,554.63,Ram,1500,2017.0,ACTIVE
L024218,2500.0,5.0,0.0,Full Time,COOK,MCDONALD'S,False,Hospitality,51.0,11884.6,500.77,Chevrolet,Cruze,2015.0,WRITE-OFF
L024219,3400.0,18.0,0.0,Full Time,LABOR,BELAIR CANTINA,False,Hospitality,57.0,14652.8,565.86,Nissan,Sentra,2019.0,ACTIVE
L024220,2800.0,9.0,24.0,Full Time,,HEARTHSIDE FOOD SOLUTIONS,False,Manufacturing,42.0,11663.8,534.03,Honda,Ridgeline,2009.0,WRITE-OFF
L024221,4000.0,120.0,60.0,Full Time,,WAYSIDE DAIRY LLC,False,Agriculture,60.0,11280.6,633.17,Jeep,Renegade,2016.0,ACTIVE
L024222,5000.0,12.0,0.0,Full Time,,TA WARENSEHOUSE INSTALATTIONS,False,Construction,51.0,11230.6,502.51,Lincoln,MKT,2012.0,ACTIVE
L024223,3120.0,1.0,0.0,Full Time,LABORER,OLIVE GARDEN ITALIAN RESTAURAN,False,Hospitality,51.0,12462.2,543.5,Volkswagen,Jetta,2015.0,WRITE-OFF
L024226,2844.0,6.0,12.0,Full Time,ASST MANAGER,DISCOUNT PRINTED PROMOS,False,Retail,51.0,13368.0,545.57,Kia,Sorento,2015.0,ACTIVE
L024229,2816.0,7.0,12.0,Full Time,PRODUCTION,LABOR PERSONNEL LLC,False,Manufacturing,35.0,7329.4,429.9,Chevrolet,Sonic,2014.0,ACTIVE
L024230,4000.0,5.0,12.0,Full Time,OTHER,RONS STAFFING SERVICES INC,False,Other Services,39.0,8988.79,446.14,Jeep,Cherokee,2015.0,ACTIVE
L024233,4000.0,11.0,12.0,Full Time,,PROPERTY ADDON,False,Real Estate,57.0,13234.3,546.45,Dodge,Grand Caravan,2016.0,WRITE-OFF
L024234,3200.0,1.0,36.0,,GENERAL PAINTER,MIGHTY TOWER CONSTRUCTION,False,Construction,57.0,15272.2,558.49,Ford,Edge,2013.0,ACTIVE
L024235,3400.0,12.0,,,,Uberty Associates Group,False,Real Estate,48.0,7539.3,291.48,Cadillac,XTS,2015.0,CLOSED
L024236,3800.0,18.0,24.0,,,H.R.D.I,False,Other Services,50.0,12555.0,459.48,Ford,Fusion,2013.0,WRITE-OFF
L024237,2400.0,26.0,60.0,,TEACHER,CHICAGO COMMONS,False,Education,60.0,15325.2,537.63,Ford,Fusion,2017.0,ACTIVE
L024238,4200.0,33.0,24.0,Full Time,CONTRUCTOR,YK CONTRACTORS LLC,False,Construction,42.0,9881.1,479.54,Ford,Escape,2014.0,CLOSED
L024240,4500.0,156.0,120.0,Full Time,CHEF,CASA BLANCA,False,Hospitality,48.0,9725.85,372.56,Volkswagen,Tiguan,2012.0,ACTIVE
L024241,2560.0,2.0,12.0,Full Time,LABORER,US STAFFING INC,False,Other Services,45.0,10824.8,577.01,Honda,Civic,2013.0,ACTIVE
L024242,3000.0,50.0,48.0,Full Time,LABOR,AMPI OLSON PRIDE DAIRY FARM,False,Agriculture,54.0,14835.7,573.38,Chevrolet,Silverado 1500,2010.0,ACTIVE
L024245,2900.0,2.0,0.0,Full Time,LABORER,ACCURATE PERSONNEL LLC,False,Other Services,45.0,9475.5,483.56,Kia,Sorento,2013.0,WRITE-OFF
L024246,3623.0,4.0,0.0,Full Time,LABORER,"RON STAFFING SERVICES, INC",False,Other Services,57.0,13414.5,541.11,Nissan,Pathfinder,2014.0,ACTIVE
L024247,4200.0,7.0,0.0,Full Time,LABORER,PRINT TURNAROUND,False,Manufacturing,53.0,14353.4,566.07,Hyundai,Sonata,2017.0,WRITE-OFF
L024248,3977.0,8.0,0.0,Full Time,LABORER,SURGE STAFFING ELGIN,False,Unknown,57.0,14996.1,581.73,Ford,Flex,2014.0,ACTIVE
L024249,2600.0,6.0,24.0,Full Time,LABORER,TRU-TONE POWDER COATING INC,False,Manufacturing,45.0,9400.35,450.74,Chrysler,200,2013.0,WRITE-OFF
L024250,2760.0,24.0,24.0,Full Time,LABOR,LABOR SOLUTIONS LLC,False,Other Services,36.0,10569.0,468.85,Volkswagen,Passat,2015.0,CLOSED
L024251,2500.0,3.0,12.0,,Cook,Texas RoadHouse,False,Hospitality,48.0,10625.4,424.4,Kia,Optima,2016.0,ACTIVE
L024252,3200.0,12.0,12.0,,Packer,Midway Staffing,False,Unknown,48.0,11216.7,404.1,Buick,Enclave,2013.0,WRITE-OFF
L024253,4500.0,8.0,36.0,,Sanitation,Midway Staffing,False,Unknown,54.0,14508.7,508.4,Chevrolet,Malibu,2019.0,CLOSED
L024254,4500.0,10.0,24.0,,Group lead,Labor Personnel,False,Unknown,51.0,15121.7,582.2,Jeep,Cherokee,2014.0,WRITE-OFF
L024255,4000.0,18.0,,,Cook,Midway Staffing,False,Hospitality,36.0,11017.5,477.66,Dodge,Charger,2016.0,ACTIVE
L024256,3293.0,18.0,12.0,Full Time,LABOR,UNISTAFF (PAPA NICOLAS),False,Other Services,54.0,15341.0,545.5,Nissan,Maxima,2017.0,ACTIVE
L024258,3400.0,125.0,24.0,Full Time,KITCHEN,SARKIS CAFE,False,Hospitality,54.0,15854.1,672.54,Cadillac,Escalade,2011.0,ACTIVE
L024259,3648.0,72.0,180.0,,,SP Plus Corporation,False,Other Services,60.0,17864.9,613.77,Cadillac,Escalade,2011.0,ACTIVE
L024260,2400.0,36.0,36.0,,,JOVIE COLLEGE NANNIES,False,Unknown,60.0,17238.7,537.22,Chevrolet,Impala,2017.0,ACTIVE
L024261,4000.0,8.0,132.0,,,RENE CONSTRUCTION,False,Construction,60.0,19175.1,597.57,Chevrolet,Silverado 1500,2013.0,ACTIVE
L024262,3400.0,3.0,24.0,Full Time,,CLEAR STAFF,False,Other Services,48.0,11830.0,434.95,Nissan,Altima,2017.0,ACTIVE
L024265,2640.0,6.0,12.0,Full Time,MATERIALES,ASG STAFFING INC,False,Other Services,39.0,9015.4,496.39,Ford,Escape,2013.0,WRITE-OFF
L024267,2000.0,2.0,12.0,Full Time,COCINERO,YOSHAMA INC,False,Unknown,45.0,10647.6,504.25,Nissan,Rogue,2012.0,ACTIVE
L024271,2534.0,2.0,24.0,Full Time,LABORER,JEL SERT CO,False,Construction,48.0,10661.4,484.34,Ford,Escape,2013.0,ACTIVE
L024273,2100.0,1.0,0.0,Full Time,LABORER,MAHLER CLEAN,False,Other Services,54.0,11890.0,418.03,Ford,Escape,2017.0,WRITE-OFF
L024274,3300.0,52.0,156.0,Full Time,Food Service,CERMAK FRESH MARKET/ FOOD,False,Retail,60.0,18773.1,582.01,Dodge,Durango,2016.0,ACTIVE
L024275,2500.0,13.0,120.0,Full Time,MACHINE OP,WINPAK PORTION PACKAGING,False,Manufacturing,48.0,13884.3,546.33,Kia,Sportage,2012.0,ACTIVE
L024277,4000.0,36.0,36.0,Full Time,,SELF EMPLOYED,False,Other Services,48.0,16106.3,667.59,Toyota,RAV4,2016.0,WRITE-OFF
L024278,2000.0,6.0,12.0,Full Time,,CHICAGO MARRIOTT NORTHWEST,False,Hospitality,57.0,15772.3,604.98,Hyundai,Sonata,2018.0,ACTIVE
L024280,10800.0,4.0,12.0,Full Time,LABOR,SIPI ASSET RECOVERY,False,Other Services,48.0,10040.0,398.61,Jeep,Compass,2014.0,ACTIVE
L024281,2700.0,3.0,24.0,,Production,Midway Staffing,False,Other Services,48.0,13250.0,500.41,Chevrolet,Impala,2014.0,ACTIVE
L024282,4000.0,12.0,12.0,Full Time,EMPLOYEE,PAUL DAVIS,False,Other Services,60.0,15739.0,619.1,Chevrolet,Silverado 1500,2014.0,ACTIVE
L024283,4000.0,12.0,,,Labor,La 43 bar,False,Hospitality,51.0,11642.4,504.29,Ford,Edge,2013.0,WRITE-OFF
L024284,2800.0,4.0,36.0,,Production,Ron's Staffin Services,False,Other Services,51.0,12488.4,513.02,Chevrolet,Cruze,2018.0,ACTIVE
L024286,5000.0,24.0,24.0,Full Time,,SELF EMPLOYED,False,Other Services,57.0,14096.8,559.01,INFINITI,EX35,2012.0,ACTIVE
L024289,2800.0,192.0,72.0,,MANAGER,McDonalds,False,Unknown,54.0,14355.0,513.89,Dodge,Durango,2011.0,ACTIVE
L024290,4000.0,6.0,36.0,Full Time,MECHANIC,ACME INDUSTRIES,False,Manufacturing,46.0,9216.76,443.89,Chevrolet,Equinox,2014.0,ACTIVE
L024292,3300.0,8.0,,,COOK,MIDWAY STAFFING,False,Hospitality,36.0,6774.3,319.12,GMC,Acadia,2009.0,ACTIVE
L024293,2640.0,120.0,,,,SG360°,False,Other Services,48.0,11759.3,449.69,Nissan,Pathfinder,2014.0,ACTIVE
L024294,2600.0,36.0,12.0,Full Time,DOCK WORKER,KEMCO TRUCKING INC,False,Unknown,54.0,15018.6,630.26,BMW,X3,2011.0,ACTIVE
L024295,3000.0,12.0,0.0,Full Time,SUPERVISOR,TRUONG ENTERPRISES,False,Other Services,51.0,12489.6,531.71,Honda,Accord,2012.0,WRITE-OFF
L024296,3200.0,2.0,12.0,Full Time,LABOR,IMX SCRAP SERVICES,False,Manufacturing,48.0,14132.2,561.34,Toyota,Corolla,2013.0,ACTIVE
L024297,2880.0,7.0,0.0,Full Time,MAINTENCE,TREND BUILDING SERVICES,False,Construction,51.0,11538.0,517.37,Nissan,Altima,2016.0,ACTIVE
L024298,2240.0,4.0,12.0,Full Time,TEACHER ASSISTANT,CHILDREN'S GARDEN DAYCARE,False,Education,60.0,14933.7,551.19,Nissan,Pathfinder,2013.0,ACTIVE
L024299,3800.0,9.0,24.0,Full Time,LABORER,RKE CONTRACTORS,False,Construction,48.0,14006.8,597.89,Ford,Expedition,2012.0,CLOSED
L024300,5120.0,42.0,36.0,Full Time,COOK,VALENZANO BAKING COMPANY INC,False,Manufacturing,60.0,19969.6,681.43,Dodge,Challenger,2015.0,ACTIVE
L024301,3264.0,1.0,12.0,Full Time,FORKLIFT DRIVER,ACCUARTE PERSONNEL SERVICE,False,Other Services,60.0,16137.0,570.61,Volkswagen,Jetta,2015.0,WRITE-OFF
L024302,2400.0,3.0,0.0,Full Time,LABOR,LITTLE POTATOE COMPANY,False,Agriculture,48.0,11230.1,517.53,Chevrolet,Malibu Limited,2016.0,ACTIVE
L024303,2600.0,108.0,0.0,Full Time,CONSTRUCTION,HAWTHORNE LANDSCAPING INC,False,Construction,60.0,15998.3,603.48,Acura,TSX,2012.0,WRITE-OFF
L024304,2600.0,8.0,12.0,,LABOR,Glacier Canyon Lodge,False,Hospitality,57.0,15406.4,583.44,Ford,Explorer,2014.0,ACTIVE
L024305,3600.0,24.0,24.0,Self-Employed,SELF EMPLOYED,CLEANING SERVICES,False,Other Services,57.0,16234.4,588.68,Chevrolet,Equinox,2016.0,ACTIVE
L024306,3500.0,168.0,0.0,Full Time,COOK,MONICS BAR AND GRILL,False,Hospitality,60.0,15452.9,496.02,Chevrolet,Silverado 1500,2012.0,ACTIVE
L024307,2688.0,12.0,36.0,Full Time,,LABOR SOLUTIONS,False,Other Services,54.0,14350.2,508.58,Nissan,Rogue,2015.0,ACTIVE
